comparison_uid,sample_name,display_name,measurement_uid,color_uid,measurement_number,source_family,source_system,surface,substrate,measurement_mode,measurement_angle_deg,measurement_angle_note,description,csv_path,L*,a*,b*,Cab*,Hab*,lab_srgb_hex,source_file,worksheet,instrument_sample_id,created_at_raw,metadata_source
3683f381b8,S-10,S-10 #,3683f381b8,,,sofus_twodetectors,Sofus TwoDetectors,smooth,Silicon,,,,TiO2 100 nm on Si (S-10)_1,Sofus - TwoDetectors 29. april 2025 10_28 Romance Daylight Time/Sample122.Sample.Raw.csv,,,,,,,,,Sample122,,Sofus - TwoDetectors 29. april 2025 10_28 Romance Daylight Time/Info.txt
ba13df2d8e,S-10,S-10 #,ba13df2d8e,,,sofus_twodetectors,Sofus TwoDetectors,smooth,Silicon,,,,TiO2 100 nm on Si (S-10)_2,Sofus - TwoDetectors 29. april 2025 10_28 Romance Daylight Time/Sample123.Sample.Raw.csv,,,,,,,,,Sample123,,Sofus - TwoDetectors 29. april 2025 10_28 Romance Daylight Time/Info.txt
