nm, %R
410.000000, 23.132808
409.000000, 24.316446
408.000000, 25.543404
407.000000, 26.793020
406.000000, 28.056720
405.000000, 29.324707
404.000000, 30.608642
403.000000, 31.897161
402.000000, 33.188593
401.000000, 34.491273
400.000000, 35.776620
399.000000, 37.076414
398.000000, 38.355869
397.000000, 39.639527
396.000000, 40.906857
395.000000, 42.140114
394.000000, 43.360843
393.000000, 44.548918
392.000000, 45.717684
391.000000, 46.858250
390.000000, 47.978601
389.000000, 49.078161
388.000000, 50.130024
387.000000, 51.159183
386.000000, 52.156123
385.000000, 53.115120
384.000000, 54.018799
383.000000, 54.903033
382.000000, 55.738126
381.000000, 56.520776
380.000000, 57.271074
379.000000, 58.077835
378.000000, 58.956923
377.000000, 59.499084
376.000000, 59.997708
375.000000, 60.494603
374.000000, 60.905750
373.000000, 61.260844
372.000000, 61.593751
371.000000, 61.886692
370.000000, 62.127871
369.000000, 62.331530
368.000000, 62.519123
367.000000, 62.651758
366.000000, 62.751564
365.000000, 62.826061
364.000000, 62.885618
363.000000, 62.922653
362.000000, 62.926985
361.000000, 62.921808
360.000000, 62.880216
359.000000, 62.832631
358.000000, 62.749330
357.000000, 62.630039
356.000000, 62.477751
355.000000, 62.275390
354.000000, 62.031025
353.000000, 61.743615
352.000000, 61.410706
351.000000, 60.999015
350.000000, 60.531104
349.000000, 60.010516
348.000000, 59.442315
347.000000, 58.791222
346.000000, 58.030553
345.000000, 57.208457
344.000000, 56.319119
343.000000, 55.334887
342.000000, 54.260491
341.000000, 53.099396
340.000000, 51.854983
339.000000, 50.505051
338.000000, 49.052305
337.000000, 47.507437
336.000000, 45.883412
335.000000, 44.213321
334.000000, 42.462408
333.000000, 40.681815
332.000000, 38.886416
331.000000, 37.058106
330.000000, 35.231112
329.000000, 33.436339
328.000000, 31.694388
327.000000, 30.044417
326.000000, 28.491246
325.000000, 27.059307
324.000000, 25.772119
323.000000, 24.639777
322.000000, 23.681532
321.000000, 22.875254
320.000000, 22.232036
319.000000, 21.827138
318.000000, 21.576399
317.000000, 21.376083
316.000000, 21.313193
315.000000, 21.369450
314.000000, 21.526636
313.000000, 21.768310
312.000000, 22.070806
311.000000, 22.438563
310.000000, 22.850516
309.000000, 23.282761
308.000000, 23.738502
307.000000, 24.193931
306.000000, 24.650735
305.000000, 25.107259
304.000000, 25.554357
303.000000, 25.983303
302.000000, 26.382994
301.000000, 26.769191
300.000000, 27.133484
299.000000, 27.470846
298.000000, 27.786744
297.000000, 28.080344
296.000000, 28.349070
295.000000, 28.595898
294.000000, 28.820197
293.000000, 29.018022
292.000000, 29.194722
291.000000, 29.355409
290.000000, 29.496099
289.000000, 29.607972
288.000000, 29.705145
287.000000, 29.791640
286.000000, 29.868500
285.000000, 29.935002
284.000000, 29.983013
283.000000, 30.017998
282.000000, 30.047321
281.000000, 30.066491
280.000000, 30.069191
279.000000, 30.069931
278.000000, 30.065145
277.000000, 30.049899
276.000000, 30.028867
275.000000, 30.003602
274.000000, 29.974797
273.000000, 29.932223
272.000000, 29.888169
271.000000, 29.843604
270.000000, 29.792902
269.000000, 29.736221
268.000000, 29.674410
267.000000, 29.614598
266.000000, 29.551200
265.000000, 29.478307
264.000000, 29.402663
263.000000, 29.327139
262.000000, 29.249753
261.000000, 29.163073
260.000000, 29.075132
259.000000, 28.982760
258.000000, 28.884594
257.000000, 28.784895
256.000000, 28.681665
255.000000, 28.577522
254.000000, 28.474620
253.000000, 28.369299
252.000000, 28.253733
251.000000, 28.139167
250.000000, 28.025222
249.000000, 27.901380
248.000000, 27.780482
247.000000, 27.659834
246.000000, 27.535704
245.000000, 27.414285
244.000000, 27.289295
243.000000, 27.158195
242.000000, 27.033001
241.000000, 26.902772
240.000000, 26.767808
