nm, %R
631.000000, 77.797514
630.000000, 77.875291
629.000000, 77.953148
628.000000, 78.025937
627.000000, 78.091558
626.000000, 78.176790
625.000000, 78.265605
624.000000, 78.330943
623.000000, 78.409623
622.000000, 78.494940
621.000000, 78.574578
620.000000, 78.647969
619.000000, 78.713868
618.000000, 78.796643
617.000000, 78.882626
616.000000, 78.948034
615.000000, 79.020738
614.000000, 79.094285
613.000000, 79.173545
612.000000, 79.254252
611.000000, 79.327228
610.000000, 79.402499
609.000000, 79.454848
608.000000, 79.517445
607.000000, 79.593696
606.000000, 79.671635
605.000000, 79.737134
604.000000, 79.803884
603.000000, 79.887763
602.000000, 79.959576
601.000000, 80.016114
600.000000, 80.082048
599.000000, 80.139255
598.000000, 80.202809
597.000000, 80.283315
596.000000, 80.353370
595.000000, 80.419226
594.000000, 80.496481
593.000000, 80.561542
592.000000, 80.628757
591.000000, 80.692422
590.000000, 80.753365
589.000000, 80.822312
588.000000, 80.884113
587.000000, 80.939930
586.000000, 80.998068
585.000000, 81.073297
584.000000, 81.133486
583.000000, 81.178103
582.000000, 81.254939
581.000000, 81.325812
580.000000, 81.381217
579.000000, 81.441511
578.000000, 81.504688
577.000000, 81.558012
576.000000, 81.608520
575.000000, 81.670281
574.000000, 81.721985
573.000000, 81.776900
572.000000, 81.844220
571.000000, 81.916228
570.000000, 81.978226
569.000000, 82.022818
568.000000, 82.079126
567.000000, 82.158214
566.000000, 82.210806
565.000000, 82.268132
564.000000, 82.331264
563.000000, 82.384736
562.000000, 82.431050
561.000000, 82.478997
560.000000, 82.527932
559.000000, 82.581554
558.000000, 82.636800
557.000000, 82.689323
556.000000, 82.739719
555.000000, 82.789406
554.000000, 82.841838
553.000000, 82.901617
552.000000, 82.971281
551.000000, 83.016020
550.000000, 83.061511
549.000000, 83.116070
548.000000, 83.159710
547.000000, 83.213357
546.000000, 83.254633
545.000000, 83.293159
544.000000, 83.352879
543.000000, 83.420173
542.000000, 83.485328
541.000000, 83.538040
540.000000, 83.584075
539.000000, 83.647096
538.000000, 83.705213
537.000000, 83.764905
536.000000, 83.820560
535.000000, 83.874172
534.000000, 83.916073
533.000000, 83.968613
532.000000, 84.031122
531.000000, 84.079259
530.000000, 84.129195
529.000000, 84.193181
528.000000, 84.257333
527.000000, 84.308475
526.000000, 84.371907
525.000000, 84.441911
524.000000, 84.482842
523.000000, 84.526579
522.000000, 84.591237
521.000000, 84.664490
520.000000, 84.722731
519.000000, 84.765461
518.000000, 84.824043
517.000000, 84.879490
516.000000, 84.940074
515.000000, 84.975449
514.000000, 85.026322
513.000000, 85.084316
512.000000, 85.141127
511.000000, 85.175836
510.000000, 85.203308
509.000000, 85.243497
508.000000, 85.264002
507.000000, 85.284107
506.000000, 85.317374
505.000000, 85.340932
504.000000, 85.357800
503.000000, 85.359183
502.000000, 85.380817
501.000000, 85.406747
500.000000, 85.399787
499.000000, 85.420910
498.000000, 85.411562
497.000000, 85.405924
496.000000, 85.388803
495.000000, 85.397811
494.000000, 85.397816
493.000000, 85.392591
492.000000, 85.385238
491.000000, 85.396911
490.000000, 85.396969
489.000000, 85.387838
488.000000, 85.408976
487.000000, 85.406047
486.000000, 85.393364
485.000000, 85.401325
484.000000, 85.405309
483.000000, 85.402901
482.000000, 85.413754
481.000000, 85.437926
480.000000, 85.475250
479.000000, 85.510978
478.000000, 85.541531
477.000000, 85.565627
476.000000, 85.575071
475.000000, 85.597135
474.000000, 85.633426
473.000000, 85.649560
472.000000, 85.656500
471.000000, 85.650736
470.000000, 85.651919
469.000000, 85.652535
468.000000, 85.660838
467.000000, 85.643176
466.000000, 85.636157
465.000000, 85.639100
464.000000, 85.618849
463.000000, 85.615761
462.000000, 85.604994
461.000000, 85.583423
460.000000, 85.565839
459.000000, 85.533438
458.000000, 85.526452
457.000000, 85.485785
456.000000, 85.469692
455.000000, 85.423740
454.000000, 85.380709
453.000000, 85.350349
452.000000, 85.314881
451.000000, 85.270562
450.000000, 85.235618
449.000000, 85.210225
448.000000, 85.160990
447.000000, 85.115085
446.000000, 85.054478
445.000000, 85.028497
444.000000, 84.938023
443.000000, 84.861326
442.000000, 84.813616
441.000000, 84.744295
440.000000, 84.670494
439.000000, 84.616056
438.000000, 84.533588
437.000000, 84.459760
436.000000, 84.384447
435.000000, 84.313012
434.000000, 84.219647
433.000000, 84.136433
432.000000, 84.035351
431.000000, 83.936763
430.000000, 83.822584
429.000000, 83.694092
428.000000, 83.578846
427.000000, 83.456007
426.000000, 83.342495
425.000000, 83.186338
424.000000, 83.054083
423.000000, 82.882009
422.000000, 82.726723
421.000000, 82.560340
420.000000, 82.384094
419.000000, 82.183246
418.000000, 81.991439
417.000000, 81.782483
416.000000, 81.559992
415.000000, 81.318095
414.000000, 81.074666
413.000000, 80.814990
412.000000, 80.535983
411.000000, 80.265861
410.000000, 79.977646
409.000000, 79.652978
408.000000, 79.325294
407.000000, 78.971828
406.000000, 78.571754
405.000000, 78.158275
404.000000, 77.752350
403.000000, 77.315932
402.000000, 76.839135
401.000000, 76.335215
400.000000, 75.820843
399.000000, 75.267723
398.000000, 74.677489
397.000000, 74.054021
396.000000, 73.393253
395.000000, 72.716161
394.000000, 72.004154
393.000000, 71.238375
392.000000, 70.439648
391.000000, 69.576898
390.000000, 68.709475
389.000000, 67.787864
388.000000, 66.816796
387.000000, 65.815699
386.000000, 64.775657
385.000000, 63.715123
384.000000, 62.615369
383.000000, 61.507217
382.000000, 60.384041
381.000000, 59.276905
380.000000, 58.158802
379.000000, 56.858067
378.000000, 55.294566
377.000000, 54.321565
376.000000, 53.416355
375.000000, 52.577887
374.000000, 51.803771
373.000000, 51.098595
372.000000, 50.472469
371.000000, 49.945980
370.000000, 49.532203
369.000000, 49.221109
368.000000, 49.028136
367.000000, 48.928643
366.000000, 48.946465
365.000000, 49.074430
364.000000, 49.316904
363.000000, 49.653821
362.000000, 50.071189
361.000000, 50.564259
360.000000, 51.120796
359.000000, 51.759823
358.000000, 52.455535
357.000000, 53.159283
356.000000, 53.872659
355.000000, 54.601446
354.000000, 55.311677
353.000000, 55.992888
352.000000, 56.658760
351.000000, 57.275296
350.000000, 57.848411
349.000000, 58.369332
348.000000, 58.854895
347.000000, 59.283105
346.000000, 59.639486
345.000000, 59.945088
344.000000, 60.190225
343.000000, 60.379000
342.000000, 60.506293
341.000000, 60.576947
340.000000, 60.578849
339.000000, 60.512449
338.000000, 60.349732
337.000000, 60.100855
336.000000, 59.751101
335.000000, 59.298800
334.000000, 58.702116
333.000000, 57.964112
332.000000, 57.071614
331.000000, 55.956638
330.000000, 54.599755
329.000000, 52.991560
328.000000, 51.137554
327.000000, 49.043773
326.000000, 46.724676
325.000000, 44.201419
324.000000, 41.490961
323.000000, 38.663767
322.000000, 35.824844
321.000000, 33.075124
320.000000, 30.533402
319.000000, 28.697781
318.000000, 27.330261
317.000000, 25.964174
316.000000, 25.079864
315.000000, 24.646128
314.000000, 24.585440
313.000000, 24.820456
312.000000, 25.262685
311.000000, 25.838048
310.000000, 26.500818
309.000000, 27.185759
308.000000, 27.865165
307.000000, 28.512695
306.000000, 29.109897
305.000000, 29.656679
304.000000, 30.134927
303.000000, 30.546009
302.000000, 30.898354
301.000000, 31.191952
300.000000, 31.434354
299.000000, 31.633136
298.000000, 31.795134
297.000000, 31.925819
296.000000, 32.013959
295.000000, 32.072417
294.000000, 32.106224
293.000000, 32.124266
292.000000, 32.137601
291.000000, 32.130855
290.000000, 32.112353
289.000000, 32.084677
288.000000, 32.048429
287.000000, 32.011444
286.000000, 31.967656
285.000000, 31.917479
284.000000, 31.867280
283.000000, 31.811994
282.000000, 31.754659
281.000000, 31.695947
280.000000, 31.631223
279.000000, 31.566996
278.000000, 31.504670
277.000000, 31.432785
276.000000, 31.358565
275.000000, 31.289171
274.000000, 31.214538
273.000000, 31.134810
272.000000, 31.055480
271.000000, 30.976145
270.000000, 30.893774
269.000000, 30.800919
268.000000, 30.711504
267.000000, 30.621897
266.000000, 30.532840
265.000000, 30.437107
264.000000, 30.350709
263.000000, 30.265447
262.000000, 30.169840
261.000000, 30.071060
260.000000, 29.967920
259.000000, 29.865598
258.000000, 29.762886
257.000000, 29.654961
256.000000, 29.545744
255.000000, 29.433321
254.000000, 29.322253
253.000000, 29.211757
252.000000, 29.094783
251.000000, 28.982979
250.000000, 28.871265
249.000000, 28.748763
248.000000, 28.629695
247.000000, 28.507634
246.000000, 28.381959
245.000000, 28.256267
244.000000, 28.134982
243.000000, 28.010731
242.000000, 27.881210
241.000000, 27.751254
240.000000, 27.620609
